video_id,title,channel_id,channel_name,category,view_count,comentarios,autores_unicos,likes,respuestas,comentarios_por_1000_vistas
-KDglrIzRKo,¡HISTÓRICO! Mexico recupera petróleo robado por Guatemala... 🔔,UC-DpoeBbCMOMOH1-j71KPqA,México Poder,People & Blogs,29736,0,0,0,0,0.0
0a4_g1R1-aA,Acciones relevantes en el #Resumen24Horas,UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,Science & Technology,15455,0,0,0,0,0.0
0b2vfzXdCqs,Cadena Nacional del presidente Bernardo Arévalo,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,2725,0,0,0,0,0.0
0eiVPMexNOo,CONRED se pronuncia tras sismos en el territorio nacional,UCt5Dw7ePnn0AqPqRF8Xpjkw,TN23 Guatemala,News & Politics,1875,0,0,0,0,0.0
0iQD8zHxZIg,SE FILTRO un AUDIO de PANDILLEROS en Guatemala | DISPUTA POLITICA  Guatemala en medio de EMERGENCIA,UCoVACVT8WitFTc_Ok5yhYlg,Tras la Verdad SV,News & Politics,36701,0,0,0,0,0.0
1-hr8eCOt_I,Este es el impacto ante el incremento del tráfico en la capital por el inicio de clases,UCwkVsH8aIOco3U_Fu7-UW5w,AztecaGuate,Entertainment,289,0,0,0,0,0.0
1HQLJycvzaQ,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,1175,0,0,0,0,0.0
1kSG-naIgqk,PRIMERA SEDE MIGRATORIA REGIONAL EN CHIQUIMULA,UCWYeiFUCO0SW6BxZ8aPxVTw,Vicepresidencia Guate,Entertainment,48,0,0,0,0,0.0
1w9faaYjhyU,Fundación de la República de Guatemala 21 marzo 1847,UCdHETJl6cR5dye5XxEyqycQ,El profe de Historia Gt,People & Blogs,31697,0,0,0,0,0.0
1y61Kb9uSbg,Departamento de Tránsito de PNC certifica a 43 PMT en Educación Vial,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,471,0,0,0,0,0.0
1yHN9Ci7pXs,Municipalidad de Guatemala informa,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,People & Blogs,1617,0,0,0,0,0.0
2iqOSL9YguA,Gabriel García Luna ya está en el MP para asumir como nuevo fiscal general,UCDaIW3kDab95q7iCSeVAnbQ,Guatevisión,Entertainment,5181,0,0,0,0,0.0
2n31FhKmELI,TRÁFICO EN GUATEMALA,UC96TdbkzdlngA9hT1XNzJkw,Fralis Maxiel Martinez,People & Blogs,512,0,0,0,0,0.0
2p23yPpu6aQ,#Conred,UC7PbHMtfWgBFZ_SSZ8iRhQg,Noticias-FA-Gt,People & Blogs,164,0,0,0,0,0.0
3-jKER3zqcA,VECINO VRS AGENTES DE LA PMT EN MAZATENANGO,UC-YGRGi0FeIA5441bGlHOPw,audioschileros,People & Blogs,70811,0,0,0,0,0.0
sAPrXzrdstM,Funciones del Ministerio de Gobernación,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,8970,0,0,0,0,0.0
